type,RelNO,content,Arg1_Content,Arg2_Content
Implicit,5,解释说明,不过，我觉得，我不能理解的是,若所有情况都相同的话……人口增长不是会导致更多的税款收入，它大概会照此前分配，也就是说，分配的优先顺序仍保持不变？
Implicit,5,递进,它还将偿清该大道的债务,升级它的电子收费设备
Implicit,6,平行,州警察,州立大学和社区学院的教职工
Implicit,6,平行,州立大学和社区学院的教职工，,州和弗吉尼亚各地的公共卫生职工
Implicit,6,平行,这些人负责检查你的餐馆,，在你的孩子返校时给他们打预防针
Implicit,6,平行,在你的孩子返校时给他们打预防针,对水井和化粪池设施进行检查
Implicit,6,平行,州人口动态统计（出生证和死亡证）部门的职工,州立监狱的员工和警卫，
Implicit,6,平行,州立监狱的员工和警卫,诸如ＭＣＶ和ＵＶＡ等州教学医院的护士、医生和其他员工
Implicit,6,平行,诸如ＭＣＶ和ＵＶＡ等州教学医院的护士、医生和其他员工,州立精神病院的护士、医生和员工
Implicit,6,平行,州立精神病院的护士、医生和员工,我们州立公园的员工
Implicit,6,平行,我们州立公园的员工,分发失业、残障和州退休金支票的员工
Implicit,6,平行,分发失业、残障和州退休金支票的员工,我们州法院的法官和员工
Implicit,6,平行,我们州法院的法官和员工,弗州交通厅的员工，
Implicit,6,平行,弗州交通厅的员工,ＡＢＣ商店里的所有员工
Implicit,6,平行,ＡＢＣ商店里的所有员工,弗吉尼亚州彩票站的所有员工
Implicit,6,平行,弗吉尼亚州彩票站的所有员工,州和地区的死因检查员以及州立法医实验室的专家
Implicit,6,平行,州和地区的死因检查员以及州立法医实验室的专家,州立博物馆的员工，
Implicit,6,平行,州立博物馆的员工,机动车管理部门的员工
Implicit,6,平行,州退休金的人,一大堆的普通市民
Implicit,5,解释说明,只要他们使用ＯＲＴ,开放式公路（电子）收费系统
Implicit,5,解释说明,收费站、收费机器,为你们这帮随大流拿“轻松通过”卡的人所设的电子设备，维护起来成本要高１０倍
Implicit,5,解释说明,使用杜勒斯收费公路的人们正在经历这个风险,他们亏钱的数目比他们知道自己可能会亏的还多。
Implicit,5,解释说明,近３年时间,根据弗州交通厅自己的说法
Implicit,2,推论在先,这在我看来很荒谬，,没有更多的税收补贴，这里是不会有经济适用住房的。
Implicit,5,解释说明,关于工作／住房问题，我在想整个北弗州地区的总数是什么,所有＋辖区的工作与住房的对比数。
Implicit,5,解释说明,或者，与此完全相反,人们会支持任何辖区将整个辖区仅划为商业／工业的权利，而让偏远的辖区提供住房吗？
Implicit,5,解释说明,从某些方面讲，那不正是北弗州＋辖区正在做的事,赞成非住房开发，而让其他＋辖区处理住房问题？
Implicit,6,平行,谁负责对必要的基础设施出资,出资多少
Implicit,6,平行,出资多少,以及在缺乏充足公共设施的情况下是否应该允许人们进行建造。
Implicit,5,解释说明,我们可能要问的一个问题是,谁产生了这些成本？
Implicit,4,反向对比,雇主的首要考虑是靠近合格的劳动队伍，,而
Implicit,2,推论在先,我觉得这相当奇怪，,对“靠近”这个概念的理解显然会因你是雇主还是员工而有差异。
Implicit,5,解释说明,博客中讨论了一个观点,就是
Implicit,2,结果在先,那是件好事,它会稍微减少旅程。
Implicit,5,解释说明,ＣＩＰ,基建投资计划
Implicit,2,结果在先,你不能责怪新居民”这种说法，,会有强烈的不同意见。
Implicit,6,平行,应答器盒,激光探测仪
Implicit,5,解释说明,通行费在一天的不同时间会根据拥堵程度而有所变化,从每小时相当于１．３８美元到２．７６美元不等。
Implicit,6,平行,增加了高峰时段列车,快速公交路线
Implicit,6,平行,正常的交通,运行正常的居住模式
Implicit,6,平行,运行正常的居住模式,运行正常的行政
Implicit,4,间接对比,我们的一个问题是,犯了错误后，却无法使政府承认它
Implicit,5,解释说明,至少有两条收费道路实行浮动定价,即随着交通密度上下波动
Implicit,6,平行,你的手机,你的信用卡
Implicit,6,平行,你的信用,以及红灯违规照相装置
Implicit,5,解释说明,本国与其他国家在使用电子收费方面的主要区别在于,我们仍然在考虑单条道路，而其他那些国家正在整个地区实施电子收费，以此调整整个网络的拥堵。
Implicit,4,反向对比,我们仍然在考虑单条道路,而其他那些国家正在整个地区实施电子收费，以此调整整个网络的拥堵。
Implicit,6,平行,耗巨资的桥梁,高度拥堵的地
Implicit,6,平行,更公平,更便宜
Implicit,6,平行,如同我们在本博客的其他地方所讨论的，在地区之间转移财富主要是由“质量标准”拨款公式引起的,其次，由优惠农村地区的公路拨款公式引起的
Implicit,5,解释说明,罗纳德·里根,布什家族＋欣克利后期的僵尸总司令
Implicit,5,解释说明,我还认为他对他引用的文艺作品,弗朗西斯哥·戈雅的《战争的灾难》和卡普托的书
Implicit,5,解释说明,就是这个国家有一个不断地吞噬它的毒瘤,一个和纳粹、法西斯、奴隶制、犹太人种族大屠杀和杀戮有关系的毒瘤传统．．．．．．
Implicit,5,解释说明,他看了一辈子的《杀死比尔》类的超暴力电影以及超暴力的第一人称电动射击游戏，已经习惯了暴力，成了上一代人所受教育里被认为最可憎的东西,：一个纳粹党突击队员，一个自封的党卫队骷髅师的刽子手。
Implicit,5,解释说明,他看了一辈子的《杀死比尔》类的超暴力电影以及超暴力的第一人称电动射击游戏，已经习惯了暴力，成了上一代人所受教育里被认为最可憎的东西,：一个纳粹党突击队员，一个自封的党卫队骷髅师的刽子手。
Implicit,5,解释说明,这些人的灵魂已经死亡,这是比肉体死亡更可怕的事。
Implicit,5,递进,而是卑躬屈膝,，并且也是在道德上对美国公众的背叛。
Implicit,5,解释说明,二十世纪的艺术航线一直是几乎直线连续的“主义”,从１９０５年的“野兽派”到二十世纪五十年代的抽象表现主义
Implicit,5,解释说明,全然打乱高等艺术,油画、雕塑、绘画
Implicit,5,解释说明,低等艺术,电视、小报、摄影
Implicit,5,解释说明,但是，和他们不一样的是,杰克逊并不试图掩盖他轻而易举地就是地球上生活弄得最一塌糊涂的人之一这个事实
Implicit,6,平行,他不知道自己是谁,他去哪
Implicit,6,平行,他去哪,以及他彻底地厌恶自己
Implicit,5,解释说明,每次他登记入院再作一次手术时,他就向全世界宣告，他不知道自己是谁，他去哪，以及他彻底地厌恶自己－－至少是成人版。
Implicit,5,解释说明,与他非凡的坦率和毫无心计相比,我们则是一群掩饰搪塞，胆小怕事者
Implicit,5,解释说明,就像一个典型的＋陀思妥耶夫斯基式人物，我们无法解释这种行为,除非它是为了一种显然非常迫切的需要，即坦白和宣告我们的真实面目，以推翻和驳斥外界想要相信的那些东西。
Implicit,5,解释说明,除非它是为了一种显然非常迫切的需要,即坦白和宣告我们的真实面目，以推翻和驳斥外界想要相信的那些东西。
Implicit,5,解释说明,就像孩子们不会掩饰他们最基本的需求一样,迈克尔的生活方式是自发的、未经审查的
Implicit,6,平行,“颤栗”卖出了史无前例的五千万张,“比利珍”在全世界各地成了首选的音乐“瘾品”
Implicit,6,平行,躯干,头颅
Implicit,5,递进,迈克尔惧怕他,只要他一出现就能引发恶心
Implicit,5,解释说明,听一下他那急促的呼吸，尤其是在“墙外”和“颤栗”里,一头被追踪的野兽的如断音般的喘息，人类恐惧绝望的呼吸，以及隐藏在闪避着无形攻击的有如催眠般令人眼花缭乱的四肢挥舞之后的他那小男孩的嗓音
Implicit,5,解释说明,从这里开始，迈克尔将把他一生的计划精减为让世界知道他的真实自我,一个寻找关怀和爱的迷惘、脆弱和迷失的灵魂
Implicit,6,平行,迷惘,脆弱
Implicit,5,解释说明,因为它越来越依赖于包容两个互不相容的对立面,孩子和成人合为一体。
Implicit,5,解释说明,对于迈克尔困惑的精神状态和‘墙下’举止，舆论界认为他不应该有这不可剥夺的权利,这与其是揭露它最热衷的靶子，还不如是揭露它自己。
Implicit,5,解释说明,他的童年被剥夺了,先是被精神变态的父亲虐待，后来又过早地经受娱乐界的成人压力
Implicit,5,解释说明,每次当男性女化的杰克逊去做手术,他是在大声地呼喊他不知道他是男人还是女人，是成人还是孩子，是黑人还是白人
Implicit,6,平行,是男人还是女人,是成人还是孩子
Implicit,6,平行,是成人还是孩子,是黑人还是白人
Implicit,5,泛化,他的故事情节从荒诞、悲剧性、讽刺、到色情都有,充满了荒谬绝伦和令人反感的内容。
Implicit,2,目的在后,通过超现实主义手法形象地表现潜意识的冲动，,他会“粉碎资产阶级世界的乐观主义，迫使读者（或观众）来质疑现行秩序的永久性”
Implicit,5,解释说明,现在都视布努埃尔为超现实主义的希区柯克,一位对自己媒介的掌握炉火纯青的受人崇敬的大师
Implicit,5,解释说明,但是主要的动力是他的“非理性情感”，,这体现在他对意象、蒙太奇和音响的处理。
Implicit,5,解释说明,它引发了五花八门的解释,：诗意的、反感的、语无伦次的、对评论家的攻击、对宗教的攻击和对资产阶级的攻击。
Implicit,5,解释说明,显然，《安达鲁之犬》中的许多内容来自这位导演的西班牙背景,宗教和社会的含义、唯情论和死亡的主题，甚至毛驴的残骸。
Implicit,5,解释说明,当蛇行的棺材载着魔鬼,一个身着天主教学校女生制服的女人
Implicit,5,解释说明,把他扫入地狱,那是一家格林威治村的迪斯科舞厅，新潮人士在那里随着“放射性肉体”扭动着肢体。
Implicit,5,解释说明,《自由的魅影》,《自由的魅影》
Implicit,5,解释说明,《资产阶级的审慎魅力》,《资产阶级的审慎魅力》
Implicit,5,解释说明,他们的目标是曾当过巴尔科斯在巴格达大学时的老板的那个学院院长,照阿巴舍的说法，他曾在她拒绝参加复兴党的时候把她赶了出来
Implicit,5,解释说明,包括他们三岁的儿子和巴尔科斯前一次婚姻的１４岁的儿子,她第一个丈夫死于两伊战争
Implicit,2,原因在先,格兰·艾伦中尉和这家庭如此亲近，,他们称他为“艾伦叔叔”
Implicit,2,原因在先,伊拉克村让人觉得如此危险，,阿巴舍和巴尔科斯不得不把家重新搬回他父亲的房子
Implicit,5,解释说明,在去年１２月晴朗的一天，我手里攥着一扎记录阿巴舍和巴尔科斯的磨难的文件,合同、士兵的推荐信、死亡威胁、失踪人士报告
Implicit,5,解释说明,在大使馆外边，我加入到一群爱聊天的混杂的美国人群中去,一位来自弗蒙特州的原来是嬉皮士后来成英语教师的退休人士、一位带有纽约口音的妇女，她艰难地透过她黑色面罩窄细的眼缝来看管着她多动的女儿、一位带着圣诞老人帽子的白胡子男人，他说他是回北极之前来取护照的
Implicit,5,解释说明,直接给难民的美国援助包括给天主教救济组织明爱的小小一笔拨款,见６８页“如何帮助”
Implicit,5,解释说明,她递给我一份简述美国国会对像阿巴舍和巴尔科斯这样的人的唯一优惠的文件,每年最多给伊拉克或阿富汗的军队翻译５０个签证。
Implicit,2,结果在先,巴尔科斯比较害怕,在上个月，可疑的男人在公寓出现过两次
Implicit,6,平行,拉姆斯菲尔德登上权力高峰之长途跋涉的其余部分,他持久的遗产
Implicit,6,平行,敲诈,诈骗
Implicit,6,平行,提供情报,财务信贷
Implicit,6,平行,财务信贷,敏感材料和技术
Implicit,6,平行,什叶派持不同政见者,库尔德人
Implicit,6,平行,宗派主义,地区性
Implicit,6,平行,地区性,部落性
Implicit,6,平行,美国信贷,作战物资
Implicit,6,平行,切尼是来自怀俄明州的第三任国会议员，正努力地攀爬众议院的领导阶梯,；未来的巴格达总督Ｌ·保罗·“杰里”·布莱梅正从国务院职员和亚历山大·梅格斯的门生成为喜开奢靡派对的荷兰大使
Implicit,6,平行,未来的巴格达总督Ｌ·保罗·“杰里”·布莱梅正从国务院职员和亚历山大·梅格斯的门生成为喜开奢靡派对的荷兰大使,乔治·Ｗ·布什，按照他自己的说法，仍沉迷于“酗酒”，忙着将他的年年亏本的布什能源石油公司更名为布什探油公司。
Implicit,6,平行,康多莉扎·赖斯是斯坦福一名没什么学术建树的助理教授,切尼是来自怀俄明州的第三任国会议员，正努力地攀爬众议院的领导阶梯
Implicit,6,平行,现代化,适应性强
Implicit,6,平行,适应性强,快速
Implicit,6,平行,从不真正属于他们,从不是同道的理论家、独断家
Implicit,6,平行,他们自己成员的圈内,国家安全委员会成员中
Implicit,6,平行,国家安全委员会成员中,国务院内大行其
Implicit,6,平行,懦弱,顺从
Implicit,6,平行,譬如一支在脆弱的供应线末端被宠爱的军队，戴着夜视眼镜很上照，但是没有足够的护身盔甲,譬如那些尚未进入指挥官或记者的词汇表的诸如ＩＥＤ的首字母缩略词
Implicit,6,平行,譬如那些尚未进入指挥官或记者的词汇表的诸如ＩＥＤ的首字母缩略词,譬如熟悉的对奖章的追逐，以及缺少一个承认失败和准备投降的敌人
Implicit,6,平行,他们的资格,行为标准
Implicit,6,平行,当一个病态性不称职的总统挣扎着弥补他历史性的错误时,当新保守派们和以色列游说团向轻信的媒体和烦躁不安但还驯服的国会灌输伊朗核威胁的无稽之谈时
Implicit,6,平行,，当新保守派们和以色列游说团向轻信的媒体和烦躁不安但还驯服的国会灌输伊朗核威胁的无稽之谈时,当伊拉克行动里作用较小的海军和空军许诺波斯的神奇结果时
Implicit,2,结果在先,我最早的时候在DONEWS申请了一个博客,觉得那里都是搞IT的，可能更容易交到朋友
Implicit,2,结果在先,后来在MSN上也申请了一个,觉得在MSN上写，跟MSN好友更容易直接的交流
Implicit,4,反向对比,DONEWS的那时候还没流量统计的功能（养成什么都要看统计的习惯了）,MSN的虽然有
Implicit,2,原因在先,但是别人想回贴，还要登陆MSN才行,使得很多人看了文章，想回贴交流都不行，互动性少了很多
Implicit,5,解释说明,那时候还没想过转贴,觉得不是原创就不发新的文章，弄得博客有时候2个月都没更新一篇
Implicit,2,原因在先,才开始写博客的时候也就是三分钟的热情,写了几篇原创的推广文章后就没继续写了
Implicit,2,原因在先,后来在MSN和DONEWS发贴也出现了小问题,就更不想去发新贴了
Implicit,5,解释说明,人后背的汗毛走向，和猴子不同,是从一侧肩膀走向脊柱的
Implicit,5,解释说明,人类上臂的汗毛是向下的，而下臂的汗毛是向上的,就是说，都指向肘部
Implicit,5,解释说明,幼仔出生时发育良好，,已具有一定的能力。
Implicit,5,解释说明,出生后的成长期最为漫长，,竟达十七八年。
Implicit,6,平行,内容提供商MTV,IT硬件厂商惠普
Implicit,6,平行,IT硬件厂商惠普,IBM
Implicit,6,平行,中国市场,中国网民
Implicit,5,解释说明,有钱人，官宦子弟，哪个不想出来镀身金；,别说弄张洋文凭，将来捞个好工作容易，就是老爹老妈到处卖弄，都是风光无限！
Implicit,5,解释说明,自己经历的，更多的是看到的,年复一年荒废的不计其数；身体糟蹋的比比皆是；出卖灵魂的，甚至赔上性命的
Implicit,4,间接对比,结果是财富跑到了＂精英＂和洋人手里，,老百姓手里只剩下了＂改革＂
Implicit,5,解释说明,结果是财富跑到了＂精英＂和洋人手里，老百姓手里只剩下了＂改革＂,：中国不到10％的＂精英＂占据了90％以上的财富。
Implicit,5,解释说明,恐怕只有干掉老百姓的感知能力，让老百姓对一切痛苦都毫无知觉，也许还能够解决问题,当然，这是＂精英＂们＂最理想＂的解决方案。
Implicit,5,解释说明,对比起来你会发现中国和美国两个国家在小费问题上构成两个极端的鲜明对比,在美国理直气壮拿小费的人到了中国恰恰都不能拿小费，中国很多餐厅乃至按摩店都贴着告示，禁止服务员收取客人小费；而在中国可以拿小费的人，在美国恰恰是不允许拿小费的，美国的医生或者记者如果收了红包被别人知道，这辈子就别打算再干这行了
Implicit,5,解释说明,如果要说贫富差距的话中国要比美国大得多,美国一个政府雇员一年拿五万美元，一个服务员这样的劳动人民也能拿三万美元，出租车司机甚至赚得更多，而中国一个政府雇员拿五万人民币，一个服务员只能拿大约一万人民币
Implicit,5,实例在后,相比之下为什么美国的政府官员，医生，教师，记者，和中国的服务员都没人关心体贴,我见到爱荷华市的市长，他被规定不能接受超过2．99美元价值的礼物和款待，换句话说，别人请他喝杯咖啡都不行
Implicit,5,解释说明,我见到爱荷华市的市长，他被规定不能接受超过2．99美元价值的礼物和款待,换句话说，别人请他喝杯咖啡都不行
Implicit,5,解释说明,他的一生早已证明了,都是为了让世界太平、都是为了让人民过上安宁幸福的日子
Implicit,6,平行,八亿人民的领袖，把自已宝贵的一生献给了无产阶级的人民,把自己的长子毛岸英的生命，献给了中国无产阶级的人民和祖国。
Implicit,6,平行,有红烧肉,有补丁摞补丁的睡衣
Implicit,5,解释说明,大国崛起各种各样的起因很多很多,制度的，文化的，科学的
Implicit,6,平行,制度的,文化的
Implicit,6,平行,文化的,科学的
Implicit,6,平行,从葡萄牙,到西班牙
Implicit,6,平行,到西班牙,荷兰
Implicit,6,平行,荷兰,到英法
Implicit,6,平行,到英法,到德日俄
Implicit,6,平行,到德日俄,到美国
Implicit,5,解释说明,还有令李彦开心的事,国际队守门员教练贾春华的姐姐如今客串起了李彦的“保姆”，李彦的吃饭问题顺利得到了解决
Implicit,5,解释说明,中国女人遗憾之处就在于,她们太熟悉了同种男人，没有距离美而舍近求远．
Implicit,2,推论在先,耶稣比达尔文更经不起批评，,一个错误被发现，就不是真神了。
Implicit,5,解释说明,不少网友认为，袁隆平屡获国际大奖,是国际上对以他为代表的中国水稻育种工作者多年以来在杂交水稻的研究、推广方面所做出的重大贡献的肯定和表彰。
Implicit,5,递进,俄罗斯从来就是漠视人权的，,俄罗斯政府对任何有关人权问题的回应总是令人失望的。
Implicit,5,解释说明,要是普京的人能说句类似下面的话该多好啊,啊，这么可恶，我们一定协助调查谁是凶手！
Implicit,2,结果在先,戈顿把反对古拉特的力量称为“建设性的力量”,是他们“说服了”总统“交出政权”
Implicit,5,解释说明,起因据说是法国一法官发出国际通缉令,捉拿9名卢旺达政要，指控他们参与12年前谋杀卢旺达前总统
Implicit,5,解释说明,法国与卢旺达闹翻,互逐外交官，关闭大使馆，最后是卢政府宣布与法绝交
Implicit,5,解释说明,在越南受到“超级礼遇”,越媒多将胡排第一，布列第二；打破外交惯例，由总书记与国家主席同陪胡阅兵；将布什、安倍、卢武铉等与胡的会谈，全安在胡下榻的宾馆进行，从而形同“朝拜”
Implicit,5,解释说明,倒是B组的形势极为复杂,拜仁如果全力以赴，按实力他们完全应该吃掉里斯本竞技
Implicit,2,原因在先,国米前两场负给对手，但现在终于开始爆发,是否还来得及，就不得而知
Implicit,5,递进,第四比赛日国米将到天寒地冻的莫斯科,斯巴达队是惟一一支使用人工草坪的球队
Implicit,2,原因在先,第四比赛日国米将到天寒地冻的莫斯科，斯巴达队是惟一一支使用人工草坪的球队,这对于国米是个很大的考验。
Implicit,5,解释说明,红黑大军缺少四员大将,坎比亚索、雷科巴、阿德里亚诺和维埃拉
Implicit,2,原因在先,尤其是国米，刚刚在德比大战中费了九牛二虎之力战胜AC米兰,现在又到了莫斯科，一定是身心疲惫
Implicit,2,结果在先,今天凌晨女足和朝鲜的比赛着实让我激动了一把，,比赛之精彩让我出乎意料。
Implicit,5,解释说明,为了看到它可是费了千辛万苦,我们派去的民工与朝鲜兵交涉的时候每个人心都提到了嗓子眼~~~
Implicit,5,解释说明,入世之后，我们经常可以看见记者批评国内银行的观点是,：以后外资银行来了，你们服务态度再不好点，我就要把钱存到外资银行去，看你们这些国有银行怎么办？
Implicit,5,解释说明,他首先展开亲民活动,与学生及居民闲话家常
Implicit,5,解释说明,不过吴邦国这次一反外界预期,没有在临近选委会及特首选举期刻意挺曾荫权，只强调对香港前途充满信心，希望各界团结包容，妥善处理社会存在的矛盾及分歧。
Implicit,5,解释说明,他抵港时先在停机坪发表简短讲话,开宗明义表示这次访港的目的，是要主持世界电信展开幕
Implicit,5,解释说明,与所有的大江大河一样,正是那些隐入树丛，湿地中的涓涓细流，汇成了滔滔岷江，养育了川西大地上的代代儿女。
Implicit,2,结果在先,一胜利没多久，就发现“道高一尺，魔高一丈”，耐药细菌产生,速度远远快于人类
Implicit,6,平行,。”超,病菌出
Implicit,6,平行,宗青霉素问世，一时所向,，如今是“廉颇老矣
Implicit,2,原因在先,宗青霉素问世，一时所向披靡，如今是“廉颇老矣,。当今，抗生素的王
Implicit,1,先序,紧接着形式急转直下，南斯拉夫联邦国会大厦以及塞尔维亚广播电视台一一被群众占领。,到了６号晚上９点多，南斯拉夫联邦的主要共和国塞尔维亚全国已经开始欢庆米洛舍维奇统治的结束。
Implicit,1,先序,１０月５号晚上有将近１００万南斯拉夫人民盘踞首都贝尔格勒，暴发如雷霆万军般的革命势力时就已经预告了米洛舍维奇政权的灭亡,到了６号晚上９点多，南斯拉夫联邦的主要共和国塞尔维亚全国已经开始欢庆米洛舍维奇统治的结束。
Implicit,1,先序,发言人又说由于台北天气好转希望明天恢复所有１８班往返香港与台北的航班,台北桃园中正机场昨天晚上发生空难的意外，中正机场今天封闭，加上台湾天气恶劣，今天上午香港往返台北、高雄的航班服务全部停顿
Implicit,1,先序,根据报道倒塌起于一层平房商铺加盖三层，因为重量过重影响结构而导致意外，当施工队进行加盖第三层楼时发现该栋楼房地基不稳曾向施工队长反映，但是并没有下文。,事发当天上午，一名陈姓住户发现墙上有裂缝，于是打电话请加盖楼层的叶姓屋主来看。
Implicit,1,先序,事发当天上午，一名陈姓住户发现墙上有裂缝，于是打电话请加盖楼层的叶姓屋主来看,叶姓屋主认为事态严重于下午邀集赤岭村干部和施工的工头和技术人员赴现场查看，却得到“肯定没事你们放心吧”的答案。
Implicit,1,先序,叶姓屋主认为事态严重于下午邀集赤岭村干部和施工的工头和技术人员赴现场查看，却得到“肯定没事你们放心吧”的答案。,人走之后不到１个小时就发生了这一项惨剧。
Implicit,1,先序,扭亏增效的口号也曾喊了好几年，药方开了无数遍，可是这些钢铁企业的面貌就是没见什么大改变。,去年以来一场声势浩大的扭亏脱困攻坚战全面打响
Implicit,1,先序,翻开历史昌都曾被称为康、洽多、洽母多，但无论是什么称谓都没能使久居三江大地的康巴人过上真正的好日子，尤其是１９１８年，西藏地方政府开始在昌都进行长达３２年之久的黑暗统治，广大农牧民和奴隶在三大领主的层层盘剥下，缺吃少穿，衣不避体，过着牛马不如的生活。,昌都解放，推翻了政教合一的封建农奴制度，祖祖辈辈饱受压迫的昌都人民，第一次行使当家做主的权利。
Implicit,1,先序,昌都解放，推翻了政教合一的封建农奴制度，祖祖辈辈饱受压迫的昌都人民，第一次行使当家做主的权利。,５０年来，在党的民主政策的光辉照耀下，昌都人民依靠全国人民的支援自力更生、艰苦奋斗，使昌都发生了翻天覆地的变化，人民过上了世世代代想都不敢的幸福生活。
Implicit,1,先序,小陈诚一不小心从３米多高的河堤坡上滚入河中，南开大学９９级学生秦真离出事地点最近，他听到喊声，来不及脱掉衣裤，第一个跳下水去，他抱着孩子向岸边游去，奋力的把孩子往岸上推，但堤坡太滑，他和孩子又几次滑入水中，秦真拼尽全力把孩子顶在了自己的头上，往上托，往上送。,看到河里挣扎着的孩子和同学，本来不会游泳的大学生牛瑞亮、贾轩、王森也不顾一切的跳入河中。
Implicit,1,先序,看到河里挣扎着的孩子和同学，本来不会游泳的大学生牛瑞亮、贾轩、王森也不顾一切的跳入河中。,王森看到秦真支持不住了，急忙过去拉他，秦真说：“快救小孩！快救小孩！”
Implicit,1,先序,王森看到秦真支持不住了，急忙过去拉他，秦真说：“快救小孩！快救小孩！”,王森接过孩子，吃力的向岸边去，正当他筋疲力竭的时候，牛瑞亮从后面使劲推了他一把，把他和孩子推向岸边，牛瑞亮自己却向河的深处滑去。
Implicit,1,先序,中央台记者郭亮从新德里报道：正在印度访问的全国人大常委会委员长李鹏昨天分别会见了印度总统纳拉亚南、外长贾苏旺辛格和国大党主席索尼亚甘地夫人,当天晚上，李鹏委员长还出席了印度联邦院副议长、各国议联主席赫卜杜拉女士为他举行的招待会。
Implicit,1,先序,嫌犯看准了大楼电梯内没有装设监视器，他因此借着自己的水电专长，先将电梯上下楼按钮箭头对调，然后再戴着口罩和手套进入电梯里，专门找单身夜归女子下手。,他先将被害人带到大楼内无人住宅，或是办公的空楼层，再加以强暴。
Implicit,1,先序,急救室里的男子张凯林和陈京元被警方移送的时候都低着头，看起来很清醒，但是还是可以闻得到他们满身的酒味,两名年轻的嫌犯相约和其他三名男子到三重天台一家ｋｔｖ饮酒作乐，结果被害人刘志明等３人瞄了嫌犯一眼，两名嫌犯居然二话不说，跑到ｋｔｖ水果巴台顺手拿了水果刀就朝被害人身上猛砍，两个人砍三个人一共砍了十几刀，还有其他三名嫌犯在旁边叫阵。
Implicit,1,先序,凶案发生当时，警方刚好有巡逻警网在附近巡逻，人犯要坐计程车逃离现场的时候，被警方逮了个正着。,警方在嫌犯身上取出作案用的水果刀和扳手等工具，全案依杀人罪行移送法办。
Implicit,1,先序,浓烟从地下室往上扩散，整个台东医院弥漫着刺鼻的烟雾，医护人员将病患疏散到户外走廊，不少重症病患甚至还打着点滴躺在病床上，每个人的脸上都写满了惊慌,今天上午台东医院突然警铃大作，一开始医护人员还以为是火警演习，不以为然，没想到阵阵浓烟迅速窜升，笼罩了整个医院，院方才紧急将病患往外疏散。
Implicit,1,先序,在混暗的灯光下，仔细地寻找爆烈物所留下的碎屑,昨天晚间这里突然传出的爆炸声，一名正在念高一的中学生满脸是血的喊救命。
Implicit,1,先序,昨天晚间这里突然传出的爆炸声，一名正在念高一的中学生满脸是血的喊救命。,被邻居紧急送往医院急救，至于发生了什么事他都只有一个回答
Implicit,1,先序,画面上的５名男子凌晨３点多钟结伙进入了这家ｐｕｂ后，直接就走到被害人消费的桌边。,拿起两公升装的啤酒罐和椅子，朝着被害人就是一顿猛打。
Implicit,1,先序,在混乱之后，警方据报赶到了现场，将头部被殴打成伤的林姓男子送医急救。,经过包扎已经没有大碍。
Implicit,1,先序,死者是５６年的钟启武，被发现的时候手上紧紧的握着一把匕首，而且上身赤裸,警方调查后发现在九楼的冷气窗口还有一条绳子直落地面，现场还找到了一把已经生锈的铁锤。
Implicit,1,先序,范姓老板因为不堪凌虐只好答应先由家属交付３００万元，警方后来寻线先救出其他被害人，范姓老板则是被歹徒带到丰园市才被丢弃在路边。,刑事局分８队展开追查，绑匪陆续落网。
Implicit,1,先序,继海军前舰管室主任雷学明被释放之后呢，涉及拉瓦耶级军舰弊购案的前海军少将王庭深以及其他两名军官康士成，还有程志波也在今天以羁押期限已满，开庭审理之后当庭释放。,当王庭深被释放，从铁门后面走出来时候，已经换好了挺直的西装，他的妻子和女儿立刻一涌而上，给予王庭深最热烈的拥抱。
Implicit,1,先序,花莲吴姓夫妇的猝死案在昨天证实是受到汗塌病毒感染之后，花莲卫生单位今天除了继续在吴家消毒，也在整个工业区放置诱鼠药来全面扑杀老鼠。,上午卫生单位持续到吴家展开消毒工作，这是从１８号开始卫生单位的每天例行工作，而除了吴家之外，他们方圆２００公尺之内的范围也是消毒的重点，而吴家的邻居林先生也趁着除夕假期整理工厂，但确实吴姓夫妇是汗塌病毒感染之后林先生说：只要多注意卫生，其实他并不担心会被感染。
Implicit,1,先序,晚上８点多丰盛派出所员警举报在街头逮捕到神志不清男子王景明，因为他相当不配合，因此警方将他隔离在拘留室里等待侦讯。,没想到９点半的时候，拘留室里却冒出大量浓烟，这时候位在起火点前方的罗东消防队立刻拉出水容带，打破窗户从后方进行灌救，火势最后在短短６分钟就被扑灭，不过当警方和消防队冲进火场想要把嫌犯王景明救出来的时候，却发现他已经全身焦黑，烧死在拘留室里。
Implicit,1,先序,１９５０年１０月１９号，以彭德怀为司令员的中国人民自愿军跨过鸭绿江，开赴朝鲜战场。,从１０月２５号到１９５１年的６月自愿军与朝鲜人民军并肩作战，连续发动了５次大规模战役，歼敌２３万多人，把侵略军从鸭绿江边一直赶回到三八线。
Implicit,1,先序,第一届巴黎航展于１９０９年９月开幕，至今已经举办了４３届。,第４３届巴黎航展于１９９９年６月开幕，是历届航展中规模最大的一届。
Implicit,1,先序,英国最早的航展，可以追溯到１９２０年开始的系列称为航天庆典的活动。,１９４８年航展移到范保罗举行，以后每年举行一次。
Implicit,1,先序,１９６２年以后，航展改为每两年一次。,１９９８年范保罗航展是最后一次在传统的９月的第一周举行，从今年起航展的举办日期改到７月份。
Implicit,1,先序,１９４８年航展移到范保罗举行，以后每年举行一次。,１９６２年以后，航展改为每两年一次。
